,Unnamed: 0,나이,성별,최종접속일,유입경로,유입기기,회원 가입일,사업자구분,회원구분,주문자ID,Recency,Recency_int,Frequency,Monetary,Total,Rank
3702,3702,46,남자,2018-11-05 오후 6:56,전단지광고,모바일,2018-11-05,사업자,사업자,3702V00A1,379 days,379,2,75390,37809.1,D
3703,3703,40,남자,2019-03-27 오후 1:20,전단지광고,모바일,2018-11-05,사업자,사업자,3703V00A1,184 days,184,23,1157590,578854.8,B
3704,3704,46,남자,2018-11-05 오전 11:31,전단지광고,PC,2018-11-05,사업자,사업자,3704V00A1,379 days,379,1,84300,42263.9,D
3705,3705,30,여자,2019-05-31 오후 12:48,전단지광고,PC,2018-11-05,사업자,사업자,3705V00A1,379 days,379,2,45910,23069.1,D
3706,3706,43,남자,2019-02-27 오전 9:11,잡지광고,모바일,2018-11-05,사업자,사업자,3706V00A1,218 days,218,10,988630,494382.4,B
3707,3707,34,남자,2018-11-05 오전 10:35,유튜브광고,PC,2018-11-05,개인,전화주문 고객,3707V00A1,366 days,366,6,336100,168161.0,C
3708,3708,31,남자,2018-11-12 오후 1:14,유튜브광고,PC,2018-11-05,개인,전화주문 고객,3708V00A1,353 days,353,5,257860,129036.9,C
3709,3709,29,남자,2019-05-29 오전 9:16,유튜브광고,PC,2018-11-05,개인,전화주문 고객,3709V00A1,351 days,351,3,228540,114375.9,C
3710,3710,27,남자,2019-03-13 오전 11:49,유튜브광고,PC,2018-11-05,개인,전화주문 고객,3710V00A1,377 days,377,2,146500,73363.5,D
3711,3711,40,남자,2019-05-29 오전 10:44,유튜브광고,PC,2018-11-05,개인,전화주문 고객,3711V00A1,374 days,374,3,179390,89807.8,D
3712,3712,29,남자,2019-02-25 오후 3:55,전단지광고,PC,2018-11-05,개인,전화주문 고객,3712V00A1,377 days,377,2,84600,42413.5,D
3713,3713,40,남자,2019-05-27 오후 2:20,유튜브광고,PC,2018-11-05,개인,전화주문 고객,3713V00A1,377 days,377,2,73850,37038.5,D
3714,3714,47,남자,2018-11-05 오후 4:28,블로그광고,PC,2018-11-05,개인,전화주문 고객,3714V00A1,377 days,377,4,140660,70443.9,D
3715,3715,31,남자,2018-12-17 오후 4:32,전단지광고,PC,2018-11-05,개인,전화주문 고객,3715V00A1,377 days,377,3,88520,44373.7,D
3716,3716,46,남자,2018-11-05 오전 11:18,전단지광고,PC,2018-11-05,사업자,사업자,3716V00A1,377 days,377,2,119000,59613.5,D
3717,3717,39,남자,2019-03-22 오전 11:41,전단지광고,모바일,2018-11-05,사업자,사업자,3717V00A1,357 days,357,4,143140,71677.9,D
3718,3718,46,남자,2018-11-05 오후 2:09,잡지광고,모바일,2018-11-05,개인,일반,3718V00A1,377 days,377,3,94020,47123.7,D
3719,3719,47,남자,2018-11-05 오후 4:30,지인추천,PC,2018-11-05,사업자,딜러 유치 회원,3719V00A1,377 days,377,1,0,113.3,D
3720,3720,34,남자,2019-03-22 오후 2:32,지인추천,PC,2018-11-05,사업자,딜러 유치 회원,3720V00A1,357 days,357,6,217430,108823.3,C
3721,3721,40,여자,2019-05-20 오후 3:03,전단지광고,모바일,2018-11-05,사업자,사업자,3721V00A1,376 days,376,1,638000,319113.0,B
3722,3722,44,남자,2018-12-02 오후 11:00,전단지광고,모바일,2018-11-05,사업자,사업자,3722V00A1,376 days,376,3,83790,42008.4,D
3723,3723,45,남자,2019-02-12 오전 9:08,SNS광고,모바일,2018-11-06,개인,일반,3723V00A1,376 days,376,3,164200,82213.4,D
3724,3724,47,남자,2018-11-06 오후 4:28,SNS광고,모바일,2018-11-06,개인,일반,3724V00A1,282 days,282,5,291470,145820.6,C
3725,3725,47,남자,2018-11-06 오후 1:34,SNS광고,모바일,2018-11-06,개인,일반,3725V00A1,235 days,235,6,276020,138081.7,C
3726,3726,47,남자,2018-11-06 오후 1:28,인터넷검색,모바일,2018-11-06,사업자,일반,3726V00A1,375 days,375,1,122200,61212.7,D
3727,3727,33,남자,2019-04-19 오전 11:36,인터넷검색,PC,2018-11-06,사업자,사업자,3727V00A1,375 days,375,2,231340,115782.9,C
3728,3728,53,남자,2018-12-07 오후 12:17,잡지광고,PC,2018-11-06,사업자,사업자,3728V00A1,374 days,374,3,102380,51302.8,D
3729,3729,47,남자,2018-11-06 오후 5:32,블로그광고,PC,2018-11-06,사업자,사업자,3729V00A1,302 days,302,7,456850,228517.0,B
3730,3730,46,남자,2018-11-06 오후 11:27,지인추천,PC,2018-11-06,사업자,딜러 유치 회원,3730V00A1,374 days,374,2,88520,44372.6,D
3731,3731,40,남자,2019-05-28 오후 8:23,지인추천,PC,2018-11-06,사업자,사업자,3731V00A1,373 days,373,1,123940,62082.1,D
3732,3732,44,여자,2019-03-21 오후 12:26,전단지광고,모바일,2018-11-06,사업자,사업자,3732V00A1,181 days,181,18,667740,333927.9,B
3733,3733,34,남자,2019-04-30 오전 11:45,인터넷검색,PC,2018-11-06,사업자,일반,3733V00A1,349 days,349,6,353740,176975.9,C
3734,3734,31,남자,2018-11-06 오전 9:20,유튜브광고,PC,2018-11-06,개인,전화주문 고객,3734V00A1,373 days,373,4,253790,127007.7,C
3735,3735,31,남자,2018-11-06 오전 11:30,유튜브광고,PC,2018-11-06,개인,전화주문 고객,3735V00A1,191 days,191,33,1617020,808573.9,A
3736,3736,42,남자,2018-11-06 오후 1:04,전단지광고,PC,2018-11-06,개인,전화주문 고객,3736V00A1,373 days,373,3,169740,84982.5,D
3737,3737,40,남자,2019-05-27 오후 1:53,전단지광고,PC,2018-11-06,개인,전화주문 고객,3737V00A1,373 days,373,3,135880,68052.5,D
3738,3738,31,남자,2018-11-06 오후 2:26,유튜브광고,PC,2018-11-06,개인,전화주문 고객,3738V00A1,328 days,328,4,130870,65534.2,D
3739,3739,26,남자,2019-05-17 오후 4:44,전단지광고,PC,2018-11-06,개인,전화주문 고객,3739V00A1,373 days,373,3,94020,47122.5,D
3740,3740,46,남자,2018-11-06 오전 8:23,잡지광고,모바일,2018-11-06,사업자,사업자,3740V00A1,364 days,364,4,121300,60760.0,D
3741,3741,46,남자,2018-11-06 오전 9:22,기타,모바일,2018-11-06,사업자,사업자,3741V00A1,372 days,372,4,123980,62102.4,D
3742,3742,38,남자,2019-02-21 오후 3:04,SNS광고,모바일,2018-11-06,개인,일반,3742V00A1,309 days,309,8,289820,145004.3,C
3743,3743,48,남자,2018-11-09 오전 4:45,전단지광고,모바일,2018-11-06,사업자,사업자,3743V00A1,372 days,372,2,63950,32087.0,D
3744,3744,48,남자,2018-11-07 오후 5:23,블로그광고,모바일,2018-11-07,개인,일반,3744V00A1,372 days,372,1,61970,31096.8,D
3745,3745,44,남자,2018-12-12 오전 10:25,블로그광고,PC,2018-11-07,개인,일반,3745V00A1,372 days,372,2,92520,46372.0,D
3746,3746,47,남자,2018-11-07 오후 8:21,SNS광고,모바일,2018-11-07,개인,일반,3746V00A1,372 days,372,3,95890,48057.2,D
3747,3747,43,남자,2019-03-11 오후 10:11,잡지광고,모바일,2018-11-07,개인,일반,3747V00A1,314 days,314,3,194240,97214.8,D
3748,3748,26,남자,2019-01-19 오후 7:23,지인추천,모바일,2018-11-07,사업자,사업자,3748V00A1,223 days,223,5,306940,153537.9,C
3749,3749,50,남자,2018-11-07 오후 2:24,전단지광고,PC,2018-11-07,사업자,사업자,3749V00A1,370 days,370,3,88520,44371.6,D
3750,3750,46,남자,2018-11-07 오전 10:55,인터넷검색,PC,2018-11-07,사업자,사업자,3750V00A1,370 days,370,1,35900,18061.2,D
3751,3751,27,남자,2019-05-30 오후 8:45,전단지광고,모바일,2018-11-07,사업자,사업자,3751V00A1,370 days,370,1,35900,18061.2,D
3752,3752,44,남자,2018-11-14 오후 11:44,SNS광고,모바일,2018-11-07,개인,일반,3752V00A1,370 days,370,3,88520,44371.6,D
3753,3753,42,남자,2019-02-08 오후 5:51,지인추천,모바일,2018-11-07,사업자,사업자,3753V00A1,219 days,219,6,515180,257656.9,B
3754,3754,47,남자,2018-11-07 오후 8:17,잡지광고,PC,2018-11-07,개인,일반,3754V00A1,369 days,369,2,75390,37806.1,D
3755,3755,37,남자,2018-11-07 오전 9:18,유튜브광고,PC,2018-11-07,개인,전화주문 고객,3755V00A1,369 days,369,3,97870,49046.3,D
3756,3756,32,남자,2018-11-07 오전 9:43,유튜브광고,PC,2018-11-07,개인,전화주문 고객,3756V00A1,369 days,369,6,348170,174196.9,C
3757,3757,21,남자,2019-04-17 오후 3:35,유튜브광고,PC,2018-11-07,개인,전화주문 고객,3757V00A1,369 days,369,3,113380,56801.3,D
3758,3758,30,남자,2019-01-08 오후 5:40,유튜브광고,PC,2018-11-07,사업자,전화주문 고객,3758V00A1,368 days,368,2,78800,39510.8,D
3759,3759,31,남자,2018-11-07 오후 5:19,유튜브광고,PC,2018-11-07,개인,전화주문 고객,3759V00A1,368 days,368,1,30840,15530.6,D
3760,3760,30,남자,2019-04-09 오후 5:33,유튜브광고,PC,2018-11-07,개인,전화주문 고객,3760V00A1,367 days,367,2,96460,48340.5,D
3761,3761,40,남자,2019-05-18 오후 6:14,잡지광고,모바일,2018-11-07,개인,일반,3761V00A1,367 days,367,2,102400,51310.5,D
3762,3762,40,남자,2019-05-17 오전 11:17,지인추천,PC,2018-11-07,사업자,딜러 유치 회원,3762V00A1,366 days,366,2,52950,26585.2,D
3763,3763,26,남자,2018-12-14 오후 1:15,인터넷검색,PC,2018-11-08,개인,일반,3763V00A1,366 days,366,2,85440,42830.2,D
3764,3764,41,남자,2019-01-03 오전 10:23,SNS광고,모바일,2018-11-08,개인,일반,3764V00A1,366 days,366,2,73700,36960.2,D
3765,3765,32,남자,2019-04-21 오후 5:10,전단지광고,PC,2018-11-08,사업자,사업자,3765V00A1,249 days,249,9,249530,124841.5,C
3766,3766,37,남자,2018-11-20 오후 2:44,기타,PC,2018-11-08,개인,일반,3766V00A1,177 days,177,9,249290,124699.9,C
3767,3767,35,남자,2019-05-30 오후 5:26,전단지광고,모바일,2018-11-08,사업자,사업자,3767V00A1,358 days,358,3,147700,73958.0,D
3768,3768,46,남자,2018-11-08 오후 3:34,기타,모바일,2018-11-08,개인,일반,3768V00A1,288 days,288,12,544780,272478.8,B
3769,3769,36,남자,2018-11-21 오후 10:32,카카오톡광고,모바일,2018-11-08,사업자,사업자,3769V00A1,302 days,302,7,475740,237962.0,B
3770,3770,26,남자,2019-04-23 오전 9:46,유튜브광고,PC,2018-11-08,개인,전화주문 고객,3770V00A1,365 days,365,3,94020,47120.1,D
3771,3771,32,남자,2018-11-08 오후 2:03,유튜브광고,PC,2018-11-08,개인,전화주문 고객,3771V00A1,365 days,365,2,92520,46369.9,D
3772,3772,32,남자,2018-11-08 오후 2:19,유튜브광고,PC,2018-11-08,개인,전화주문 고객,3772V00A1,365 days,365,3,93700,46960.1,D
3773,3773,29,남자,2018-12-28 오후 1:49,전단지광고,PC,2018-11-08,개인,전화주문 고객,3773V00A1,365 days,365,3,136740,68480.1,D
3774,3774,40,남자,2019-05-20 오전 11:41,유튜브광고,PC,2018-11-08,개인,전화주문 고객,3774V00A1,365 days,365,2,103600,51909.9,D
3775,3775,29,남자,2019-05-10 오후 3:18,유튜브광고,PC,2018-11-08,개인,전화주문 고객,3775V00A1,364 days,364,5,355360,177790.2,C
3776,3776,34,남자,2018-11-08 오후 4:02,유튜브광고,PC,2018-11-08,개인,전화주문 고객,3776V00A1,241 days,241,6,427270,213708.5,C
3777,3777,32,남자,2019-01-08 오후 3:09,유튜브광고,PC,2018-11-08,개인,전화주문 고객,3777V00A1,355 days,355,3,125070,62642.1,D
3778,3778,32,남자,2018-11-08 오후 4:13,전단지광고,PC,2018-11-08,개인,전화주문 고객,3778V00A1,364 days,364,2,70500,35359.6,D
3779,3779,31,남자,2018-11-08 오전 10:45,유튜브광고,PC,2018-11-08,개인,전화주문 고객,3779V00A1,197 days,197,3,120380,60249.7,D
3780,3780,45,남자,2018-11-08 오후 2:14,인터넷검색,모바일,2018-11-08,사업자,사업자,3780V00A1,293 days,293,5,233100,116638.9,C
3781,3781,47,남자,2018-11-19 오후 1:55,전단지광고,PC,2018-11-08,사업자,사업자,3781V00A1,364 days,364,3,88520,44369.8,D
3782,3782,31,남자,2019-05-23 오전 11:11,인터넷검색,PC,2018-11-08,사업자,사업자,3782V00A1,356 days,356,6,201720,100968.0,D
3783,3783,46,남자,2018-11-08 오후 7:16,지인추천,모바일,2018-11-08,사업자,딜러 유치 회원,3783V00A1,286 days,286,4,240400,120286.6,C
3784,3784,45,남자,2019-04-02 오후 6:29,SNS광고,모바일,2018-11-09,개인,일반,3784V00A1,363 days,363,1,113500,56859.1,D
3785,3785,47,남자,2018-11-09 오후 6:40,SNS광고,모바일,2018-11-09,개인,일반,3785V00A1,289 days,289,4,207000,103587.5,C
3786,3786,31,남자,2019-01-11 오후 2:34,유튜브광고,PC,2018-11-09,사업자,사업자,3786V00A1,363 days,363,3,68830,34524.5,D
3787,3787,46,남자,2018-11-09 오후 6:48,인터넷검색,모바일,2018-11-09,사업자,사업자,3787V00A1,362 days,362,1,60540,30378.8,D
3788,3788,44,남자,2018-12-25 오후 8:52,전단지광고,PC,2018-11-09,사업자,일반,3788V00A1,362 days,362,2,171720,85969.0,D
3789,3789,37,남자,2019-05-29 오후 8:28,전단지광고,모바일,2018-11-09,사업자,사업자,3789V00A1,362 days,362,3,150290,75254.2,D
3790,3790,42,남자,2018-11-21 오후 7:58,SNS광고,모바일,2018-11-09,개인,일반,3790V00A1,362 days,362,2,85400,42809.0,D
3791,3791,44,남자,2018-11-13 오전 8:32,인터넷검색,PC,2018-11-09,개인,일반,3791V00A1,361 days,361,2,83790,42003.7,D
3792,3792,47,남자,2018-11-09 오후 12:10,SNS광고,모바일,2018-11-09,사업자,일반,3792V00A1,361 days,361,2,102500,51358.7,D
3793,3793,45,남자,2018-11-11 오전 6:43,전단지광고,모바일,2018-11-09,개인,일반,3793V00A1,298 days,298,13,637730,318957.0,B
3794,3794,47,남자,2019-05-28 오후 8:57,인터넷검색,PC,2018-11-09,사업자,사업자,3794V00A1,360 days,360,1,61970,31093.2,D
3795,3795,32,남자,2018-11-09 오전 10:20,유튜브광고,PC,2018-11-09,개인,전화주문 고객,3795V00A1,237 days,237,9,278040,139092.9,C
3796,3796,26,남자,2018-11-30 오후 3:52,유튜브광고,PC,2018-11-09,개인,전화주문 고객,3796V00A1,295 days,295,14,427200,213691.3,C
3797,3797,29,남자,2019-05-31 오후 3:35,유튜브광고,PC,2018-11-09,개인,전화주문 고객,3797V00A1,359 days,359,2,63240,31728.1,D
3798,3798,34,남자,2018-11-09 오후 1:03,유튜브광고,PC,2018-11-09,개인,전화주문 고객,3798V00A1,359 days,359,2,99200,49708.1,D
3799,3799,38,남자,2019-05-17 오후 1:21,전단지광고,PC,2018-11-09,개인,전화주문 고객,3799V00A1,358 days,358,2,76930,38572.8,D
3800,3800,24,여자,2019-05-13 오전 10:42,인터넷검색,PC,2018-11-09,개인,일반,3800V00A1,358 days,358,1,30180,15197.6,D
3801,3801,43,남자,2019-02-26 오전 9:40,지인추천,PC,2018-11-09,사업자,딜러 유치 회원,3801V00A1,357 days,357,1,27210,13712.3,D
3802,3802,40,여자,2019-05-30 오전 11:02,전단지광고,PC,2018-11-09,사업자,사업자,3802V00A1,357 days,357,2,73850,37032.5,D
3803,3803,47,남자,2018-11-09 오후 4:30,전단지광고,모바일,2018-11-09,사업자,사업자,3803V00A1,357 days,357,2,96900,48557.5,D
3804,3804,40,남자,2019-04-14 오후 11:09,SNS광고,모바일,2018-11-10,개인,일반,3804V00A1,205 days,205,22,1040700,520415.9,B
3805,3805,46,남자,2018-11-10 오후 5:51,SNS광고,모바일,2018-11-10,개인,일반,3805V00A1,291 days,291,5,238710,119443.3,C
3806,3806,31,남자,2019-02-25 오전 8:33,카카오톡광고,모바일,2018-11-10,개인,일반,3806V00A1,357 days,357,4,216930,108572.9,C
3807,3807,32,남자,2019-04-11 오후 1:14,전단지광고,PC,2018-11-10,사업자,사업자,3807V00A1,357 days,357,3,88520,44367.7,D
3808,3808,26,남자,2018-12-04 오후 7:38,카카오톡광고,모바일,2018-11-10,사업자,사업자,3808V00A1,356 days,356,5,810400,405307.8,B
3809,3809,40,여자,2019-05-27 오후 1:18,전단지광고,PC,2018-11-10,사업자,사업자,3809V00A1,218 days,218,11,1089520,544827.6,B
3810,3810,27,남자,2019-05-27 오전 11:27,인터넷검색,PC,2018-11-10,사업자,사업자,3810V00A1,356 days,356,2,73850,37032.2,D
3811,3811,47,남자,2018-11-10 오후 3:25,잡지광고,모바일,2018-11-10,개인,일반,3811V00A1,356 days,356,7,306740,153478.2,C
3812,3812,34,남자,2019-03-11 오후 7:20,잡지광고,모바일,2018-11-10,사업자,사업자,3812V00A1,355 days,355,4,291580,145897.3,C
3813,3813,40,여자,2019-05-28 오후 1:51,SNS광고,모바일,2018-11-11,개인,일반,3813V00A1,242 days,242,36,3038550,1519354.8,A
3814,3814,40,남자,2019-05-16 오후 5:14,SNS광고,모바일,2018-11-11,개인,일반,3814V00A1,355 days,355,4,231400,115807.3,C
3815,3815,44,남자,2018-12-13 오후 4:05,전단지광고,PC,2018-11-11,사업자,사업자,3815V00A1,355 days,355,3,85440,42827.1,D
3816,3816,46,남자,2018-11-11 오후 2:46,전단지광고,모바일,2018-11-11,개인,일반,3816V00A1,354 days,354,12,550940,275578.6,B
3817,3817,43,남자,2019-04-12 오후 2:57,지인추천,PC,2018-11-11,사업자,딜러 유치 회원,3817V00A1,354 days,354,3,209240,104726.8,C
3818,3818,47,남자,2018-11-11 오후 4:11,지인추천,PC,2018-11-11,사업자,딜러 유치 회원,3818V00A1,261 days,261,8,281830,140994.9,C
3819,3819,44,남자,2019-05-30 오후 2:43,SNS광고,모바일,2018-11-12,개인,일반,3819V00A1,353 days,353,1,30840,15526.1,D
3820,3820,38,남자,2019-01-23 오후 9:47,SNS광고,모바일,2018-11-12,개인,일반,3820V00A1,208 days,208,4,262950,131538.2,C
3821,3821,47,남자,2018-11-12 오후 7:49,SNS광고,모바일,2018-11-12,개인,일반,3821V00A1,352 days,352,1,47700,23955.8,D
3822,3822,47,남자,2018-11-12 오후 5:53,SNS광고,모바일,2018-11-12,개인,일반,3822V00A1,352 days,352,5,307350,153781.6,C
3823,3823,32,남자,2019-05-02 오전 9:38,카카오톡광고,모바일,2018-11-12,개인,일반,3823V00A1,280 days,280,4,117300,58734.8,D
3824,3824,48,남자,2018-11-12 오후 6:45,블로그광고,모바일,2018-11-12,개인,일반,3824V00A1,250 days,250,13,868570,434362.6,B
3825,3825,40,남자,2019-05-23 오후 2:04,유튜브광고,PC,2018-11-12,개인,일반,3825V00A1,352 days,352,2,347400,173806.0,C
3826,3826,40,남자,2019-05-20 오후 7:50,유튜브광고,PC,2018-11-12,개인,일반,3826V00A1,351 days,351,2,154740,77475.7,D
3827,3827,46,남자,2018-11-15 오후 1:02,SNS광고,모바일,2018-11-12,개인,일반,3827V00A1,351 days,351,2,85400,42805.7,D
3828,3828,47,남자,2018-11-13 오후 6:49,전단지광고,PC,2018-11-12,사업자,사업자,3828V00A1,351 days,351,5,371020,185616.3,C
3829,3829,42,남자,2019-01-30 오후 4:58,인터넷검색,모바일,2018-11-12,사업자,사업자,3829V00A1,188 days,188,6,255650,127882.6,C
3830,3830,45,남자,2018-11-12 오후 7:26,잡지광고,PC,2018-11-12,사업자,사업자,3830V00A1,351 days,351,3,240400,120305.9,C
3831,3831,47,남자,2018-11-12 오전 10:07,전단지광고,모바일,2018-11-12,개인,일반,3831V00A1,351 days,351,6,464620,232416.5,B
3832,3832,37,남자,2019-02-23 오후 5:43,전단지광고,PC,2018-11-12,사업자,사업자,3832V00A1,175 days,175,83,4883730,2441934.1,A
3833,3833,49,남자,2018-12-17 오전 11:42,잡지광고,PC,2018-11-12,사업자,사업자,3833V00A1,250 days,250,4,131160,65655.8,D
3834,3834,44,남자,2018-11-21 오후 5:31,전단지광고,모바일,2018-11-12,사업자,사업자,3834V00A1,350 days,350,3,164200,82205.6,D
3835,3835,47,남자,2018-11-12 오후 2:34,잡지광고,모바일,2018-11-12,사업자,사업자,3835V00A1,238 days,238,11,555330,277738.6,B
3836,3836,46,남자,2018-11-12 오후 2:38,잡지광고,모바일,2018-11-12,개인,일반,3836V00A1,350 days,350,2,103500,51855.4,D
3837,3837,40,남자,2019-05-15 오후 1:10,유튜브광고,PC,2018-11-12,개인,전화주문 고객,3837V00A1,350 days,350,1,0,105.2,D
3838,3838,31,남자,2018-11-12 오전 11:08,유튜브광고,PC,2018-11-12,개인,전화주문 고객,3838V00A1,188 days,188,5,208660,104387.4,C
3839,3839,35,남자,2018-11-12 오후 2:02,유튜브광고,PC,2018-11-12,개인,전화주문 고객,3839V00A1,349 days,349,2,108500,54355.1,D
3840,3840,21,남자,2019-05-10 오후 5:09,유튜브광고,PC,2018-11-12,개인,전화주문 고객,3840V00A1,349 days,349,1,115800,58004.9,D
3841,3841,32,남자,2018-12-17 오후 3:39,유튜브광고,PC,2018-11-12,개인,전화주문 고객,3841V00A1,349 days,349,7,415470,207841.1,C
3842,3842,29,남자,2019-04-26 오후 1:25,유튜브광고,PC,2018-11-12,개인,전화주문 고객,3842V00A1,349 days,349,2,103600,51905.1,D
3843,3843,34,남자,2018-11-12 오후 3:12,유튜브광고,PC,2018-11-12,개인,전화주문 고객,3843V00A1,349 days,349,4,217100,108655.5,C
3844,3844,25,남자,2019-04-23 오전 11:44,유튜브광고,PC,2018-11-12,개인,전화주문 고객,3844V00A1,348 days,348,1,121080,60644.6,D
3845,3845,27,남자,2019-04-25 오후 1:57,유튜브광고,PC,2018-11-12,개인,전화주문 고객,3845V00A1,348 days,348,2,69400,34804.8,D
3846,3846,29,남자,2018-12-31 오후 3:14,유튜브광고,PC,2018-11-12,개인,전화주문 고객,3846V00A1,348 days,348,2,122200,61204.8,D
3847,3847,40,남자,2019-01-03 오전 11:22,전단지광고,PC,2018-11-12,사업자,사업자,3847V00A1,348 days,348,2,104600,52404.8,D
3848,3848,46,남자,2018-11-12 오후 1:53,전단지광고,모바일,2018-11-12,사업자,사업자,3848V00A1,324 days,324,4,151070,75633.0,D
3849,3849,40,남자,2019-05-10 오전 9:32,전단지광고,PC,2018-11-12,사업자,사업자,3849V00A1,330 days,330,6,314270,157235.2,C
3850,3850,40,여자,2019-05-22 오후 6:38,기타,PC,2018-11-12,사업자,사업자,3850V00A1,348 days,348,1,184760,92484.6,D
3851,3851,46,남자,2018-12-24 오전 11:11,SNS광고,모바일,2018-11-13,개인,일반,3851V00A1,348 days,348,2,70500,35354.8,D
3852,3852,44,남자,2018-11-13 오후 6:53,인터넷검색,모바일,2018-11-13,사업자,사업자,3852V00A1,348 days,348,2,100690,50449.8,D
3853,3853,41,남자,2019-05-24 오후 9:44,전단지광고,모바일,2018-11-13,사업자,사업자,3853V00A1,348 days,348,2,71650,35929.8,D
3854,3854,47,남자,2018-11-13 오후 2:16,전단지광고,모바일,2018-11-13,사업자,사업자,3854V00A1,347 days,347,2,82600,41404.5,D
3855,3855,41,남자,2019-05-25 오전 10:05,기타,PC,2018-11-13,사업자,사업자,3855V00A1,282 days,282,10,341250,170711.6,C
3856,3856,40,여자,2019-05-21 오후 12:36,인터넷검색,모바일,2018-11-13,개인,일반,3856V00A1,346 days,346,3,155350,77779.4,D
3857,3857,23,남자,2019-05-27 오후 2:44,유튜브광고,PC,2018-11-13,개인,전화주문 고객,3857V00A1,346 days,346,2,60540,30374.2,D
3858,3858,28,남자,2019-05-28 오후 2:27,유튜브광고,PC,2018-11-13,개인,전화주문 고객,3858V00A1,346 days,346,2,122200,61204.2,D
3859,3859,27,남자,2019-03-18 오후 1:41,유튜브광고,PC,2018-11-13,개인,전화주문 고객,3859V00A1,346 days,346,1,73850,37029.0,D
3860,3860,31,남자,2018-11-14 오후 2:33,유튜브광고,PC,2018-11-13,개인,전화주문 고객,3860V00A1,346 days,346,2,103600,51904.2,D
3861,3861,31,남자,2018-11-13 오후 2:52,유튜브광고,PC,2018-11-13,개인,전화주문 고객,3861V00A1,265 days,265,7,210880,105520.9,C
3862,3862,31,남자,2018-11-13 오후 5:20,유튜브광고,PC,2018-11-13,개인,전화주문 고객,3862V00A1,345 days,345,2,92380,46293.9,D
3863,3863,44,남자,2018-11-13 오후 5:30,전단지광고,모바일,2018-11-13,사업자,사업자,3863V00A1,345 days,345,3,97870,49039.1,D
3864,3864,48,남자,2018-11-13 오후 7:52,블로그광고,모바일,2018-11-13,개인,일반,3864V00A1,310 days,310,7,311080,155634.4,C
3865,3865,47,남자,2018-11-14 오전 10:19,블로그광고,PC,2018-11-14,개인,일반,3865V00A1,345 days,345,3,194450,97329.1,D
3866,3866,47,남자,2018-11-14 오후 2:26,블로그광고,PC,2018-11-14,개인,일반,3866V00A1,344 days,344,5,85000,42604.2,D
3867,3867,40,남자,2019-05-27 오후 4:42,SNS광고,모바일,2018-11-14,개인,일반,3867V00A1,344 days,344,1,247880,124043.4,C
3868,3868,47,남자,2018-11-14 오후 5:05,SNS광고,모바일,2018-11-14,개인,일반,3868V00A1,181 days,181,22,1863140,931628.7,A
3869,3869,34,남자,2019-01-22 오후 9:23,지인추천,모바일,2018-11-14,사업자,사업자,3869V00A1,344 days,344,3,158700,79453.8,D
3870,3870,32,남자,2019-01-24 오후 8:33,전단지광고,PC,2018-11-14,사업자,사업자,3870V00A1,344 days,344,3,188040,94123.8,D
3871,3871,46,남자,2018-11-14 오후 7:04,전단지광고,PC,2018-11-14,사업자,사업자,3871V00A1,281 days,281,4,157670,78920.1,D
3872,3872,21,여자,2019-02-20 오후 12:44,카카오톡광고,모바일,2018-11-14,개인,일반,3872V00A1,343 days,343,4,225130,112668.7,C
3873,3873,45,남자,2018-11-16 오후 1:58,전단지광고,모바일,2018-11-14,사업자,사업자,3873V00A1,343 days,343,3,166576,83391.5,D
3874,3874,45,남자,2018-12-09 오전 11:39,인터넷검색,PC,2018-11-14,개인,일반,3874V00A1,343 days,343,2,91670,45938.3,D
3875,3875,44,남자,2018-11-19 오후 7:09,전단지광고,PC,2018-11-14,사업자,사업자,3875V00A1,342 days,342,1,60540,30372.8,D
3876,3876,44,남자,2018-11-14 오후 6:32,인터넷검색,PC,2018-11-14,사업자,사업자,3876V00A1,342 days,342,1,30180,15192.8,D
3877,3877,45,남자,2018-11-29 오후 4:05,전단지광고,모바일,2018-11-14,사업자,사업자,3877V00A1,342 days,342,5,366220,183213.6,C
3878,3878,40,남자,2019-05-24 오전 11:53,유튜브광고,PC,2018-11-14,개인,전화주문 고객,3878V00A1,342 days,342,3,103920,52063.2,D
3879,3879,32,남자,2018-11-14 오후 12:00,유튜브광고,PC,2018-11-14,개인,전화주문 고객,3879V00A1,341 days,341,4,185800,93003.1,D
3880,3880,45,남자,2019-01-17 오후 5:32,전단지광고,모바일,2018-11-14,사업자,사업자,3880V00A1,341 days,341,2,93400,46802.7,D
3881,3881,28,남자,2018-12-14 오전 1:58,잡지광고,모바일,2018-11-14,사업자,사업자,3881V00A1,341 days,341,3,77640,38922.9,D
3882,3882,46,남자,2018-11-14 오후 2:57,지인추천,모바일,2018-11-14,사업자,딜러 유치 회원,3882V00A1,341 days,341,2,147760,73982.7,D
3883,3883,28,여자,2019-05-19 오전 2:18,카카오톡광고,모바일,2018-11-15,개인,일반,3883V00A1,341 days,341,2,78800,39502.7,D
3884,3884,45,남자,2018-11-22 오전 11:15,SNS광고,모바일,2018-11-15,개인,일반,3884V00A1,324 days,324,4,123940,62068.0,D
3885,3885,31,남자,2018-11-15 오전 10:28,유튜브광고,PC,2018-11-15,개인,전화주문 고객,3885V00A1,340 days,340,5,299940,150073.0,C
